app_key,query_name,trackId,bundleId,trackName,sellerName,primaryGenreName,countries_found,startswith,contains,fuzzy,dev_bonus,bundle_bonus,genre_bonus,total
コノトキ,コノトキ,6469053577,com.studiowakaba.escapegame.tenku2,脱出ゲーム 忘れられた遺跡に眠る秘宝 （後編）,Jun Wakabayashi,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
コノトキ,コノトキ,1599160466,co.goldendog.prankGirl,イタズラ少女 - 脱出ゲーム,"GOLDEN DOG, K.K.",Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
コノトキ,コノトキ,6472034352,com.pulsmo.StrayCatDoors3,脱出ゲーム 迷い猫の旅3 Stray Cat Doors3,"PULSMO,INC.",Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
コノトキ,コノトキ,1513508702,com.mask.zetsumei,絶体絶命脱出,MASK LLC.,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
コノトキ,コノトキ,572430543,jp.co.mti.uranai.now,【今すぐを鑑定!!】時が導く運命～今この瞬間のあなた～,MTI Ltd.,Entertainment,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
コノトキ,コノトキ,1032267351,com.lbrc.PeriodCalendar,生理周期管理アプリ｜排卵日予測・妊活・基礎体温・ピル服薬管理,AppManage LLC,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
コノトキ,コノトキ,1423628793,com.wachanga.womancalendar,Clover: 生理管理アプリで月経を予測&妊活情報,Wachanga LTD,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,575109564,jp.co.nihon-e.rhythmfree,リズム手帳 ｰ生理日管理～妊活まで,"Nihon Enterprise Co.,Ltd",Health & Fitness,JP,92.0,88.0,90.0,0.0,0.0,3.0,95.0
リズム手帳,リズム手帳,368724832,jp.co.mti.luna2,ルナルナ｜生理日・体調・妊活・基礎体温・ピル服薬管理も！,MTI Ltd.,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1525524558,jp.co.unicharm.sofyapp,ソフィ 生理管理アプリで生理を予測&妊活情報,Unicharm Corporation,Health & Fitness,JP,0.0,0.0,17.999999999999996,0.0,0.0,3.0,20.999999999999996
リズム手帳,リズム手帳,1488551590,jp.genit.rhythmasobi.more,リズムあそび-楽器タッチがたのしい！音楽まなびキッズゲーム,GENIT Inc.,Music,JP,0.0,0.0,67.5,0.0,0.0,0.0,67.5
リズム手帳,リズム手帳,1269972832,com.btang.thermometer,Femometer - 生理日管理から妊活まで,BONGMI LIMITED,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1501112518,com.amanefactory.konotoki,コノトキ - 妊娠のために基礎体温、生理で排卵日予測,amane factory inc.,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1046767441,com.trysportsnow.ThermoHealthTracing,あなたの体温：健康診断と体温記録と病気の症状チェック,"KHELS PREFERENS, OOO",Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,6444716760,com.simpledio.HandwritingPlannerCalendar,ペンシルカレンダー：手書きの手帳とスタンプのスケジュール,"SIMPLEDIO, TOO",Productivity,JP,0.0,0.0,36.0,0.0,0.0,0.0,36.0
リズム手帳,リズム手帳,869648628,com.owaves.main,Owaves による ウェルネス プランナー,"Owaves, Inc.",Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1640877684,com.ystory.mnp,JoyHer - 更年期のセルフケア,"YStory, Inc.",Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1279295922,com.premom.easyathome,"排卵日予測,妊活アプリ & 生理管理アプリ.Premom",Easy Healthcare Corporation,Health & Fitness,JP,0.0,0.0,17.999999999999996,0.0,0.0,3.0,20.999999999999996
リズム手帳,リズム手帳,1002330703,jp.co.toshiba.hc.BBTAppHT,BBT App,TDK Corporation,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1090728028,jp.co.picup.Log-24,ライフログ - 食事・運動・睡眠サイクルを記録して分析する生活習慣管理アプリ,Picup Inc.,Lifestyle,JP,0.0,0.0,30.000000000000004,0.0,0.0,0.0,30.000000000000004
リズム手帳,リズム手帳,1460523405,raki.lifelog,健康ライフログ,Akito Ibaraki,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1543696428,gztech.PulseDetector,iPulse - 心拍数検出，血圧管理,"HeartyTech Co., Ltd",Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1621475818,Phan-Nhat-Dang.SafeDaysCalculator,自然避妊カレンダー: 安全日,Phan Nhat Đang,Medical,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1469249201,com.insanedevelopers.periodtracker,Period Tracker: My Days,Symon Johnson,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1021545958,com.bellabeat.period,Period. & Ovulation Diary,Sasa Kolda,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1110842994,ru.info2000.womanfree,Я женщина - женский календарь менструаций Lite,SERGEY NIKITIN,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1575670274,com.vu.mood,日記 ： 女性化・女性向け・瞬間日記 & 習慣、継続する技術,VU HO NGOC,Lifestyle,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
リズム手帳,リズム手帳,1548942501,stress.gztech,Health Watcher: Heart & Oxygen,"HeartyTech Co., Ltd",Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,1477337270,com.unicorndreamfactory.period,Period - period tracker,Unicorn Dream Factory LLC,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
リズム手帳,リズム手帳,463146126,com.maxwell.contractionmonitor,Contraction Monitor Pro,倩 赵,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
妊娠したかも,妊娠したかも,1001404840,jp.co.eversense.Ninaru,ninaru - 妊娠したら妊婦さんのための陣痛・妊娠アプリ,"EVER SENSE, INC.",Medical,GB,0.0,0.0,60.00000000000001,0.0,0.0,3.0,63.00000000000001
妊娠したかも,妊娠したかも,1486291787,jp.co.sakabou.paintimer,陣痛タイマー by ぴよログ,PiyoLog Inc.,Health & Fitness,GB,0.0,0.0,0.0,0.0,0.0,3.0,3.0
ninaru,ninaru,1001404840,jp.co.eversense.Ninaru,ninaru - 妊娠したら妊婦さんのための陣痛・妊娠アプリ,"EVER SENSE, INC.",Medical,JP,92.0,88.0,90.0,0.0,0.0,3.0,95.0
ninaru,ninaru,1085012323,jp.co.eversense.papaninaru,パパninaru-妊娠・出産・育児をサポート,"EVER SENSE, INC.",Medical,JP,0.0,88.0,90.0,0.0,0.0,3.0,93.0
ninaru,ninaru,1174708723,jp.co.eversense.ninaru-baby,育児・子育て・離乳食アプリ ninaru baby,"EVER SENSE, INC.",Medical,JP,0.0,88.0,90.0,0.0,0.0,3.0,93.0
ninaru,ninaru,1235601864,com.ss.iphone.ugc.Ame,TikTok ティックトック,TIKTOK PTE. LTD.,Entertainment,JP,0.0,0.0,22.5,0.0,0.0,0.0,22.5
ninaru,ninaru,877494771,net.polyglots.Polyglots1,レシピー - 英語が趣味になるアプリ,POLYGLOTS inc.,Education,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,1485532783,jp.co.eversense.sofuboninaru,祖父母ninaru（になる）：妊娠・育児を支えるアプリ,"EVER SENSE, INC.",Medical,JP,0.0,88.0,90.0,0.0,0.0,3.0,93.0
ninaru,ninaru,1076828837,jp.co.eversense.babyfood,離乳食のレシピと記録もできる離乳食アプリ-手作り離乳食,"EVER SENSE, INC.",Medical,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
ninaru,ninaru,1235569398,com.yottagames.mafiawar,マフィア・シティ-極道風雲,VoyagerOne Pte. Ltd.,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,875750302,com.access-company.ios.sh-jumpplus,少年ジャンプ＋ 人気漫画が読める雑誌アプリ,SHUEISHA Inc.,Book,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,998542154,jp.co.kodansha.ios.magazinepocket,マガポケ - 人気マンガが毎日楽しめるコミックアプリ,Kodansha Ltd.,Book,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,774618503,com.lnu.mgm,マンガワン-小学館のオリジナル漫画を毎日配信,SHOGAKUKAN INC.,Book,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,1091496983,com.piccoma.app,ピッコマ,Kakao piccoma Corp.,Book,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,1099688273,com.cygames.cycomi,漫画アプリ サイコミ/オリジナル漫画・人気マンガが読める,"Cygames, Inc.",Book,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,6452502714,com.kiwame.otikazuki,ゲームを極めたら、気になるあの子とお近づきになれた件,MIKU KURAKI,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,1058959277,com.ubercab.UberEats,Uber Eats（ウーバーイーツ) 出前/フードデリバリー,"Uber Technologies, Inc.",Food & Drink,JP,0.0,0.0,21.375,0.0,0.0,0.0,21.375
ninaru,ninaru,1397824035,com.cookingcity.chefgame.feverkitchen.free,クッキングシティ(Cooking City) - 料理ゲーム,"MagicSeven Co., Ltd",Games,JP,0.0,0.0,30.000000000000004,0.0,0.0,0.0,30.000000000000004
ninaru,ninaru,1093968775,co.thoron.langmate,世界とつながる、英会話で友達になる−Langmate,Langmate Inc.,Education,JP,0.0,0.0,30.000000000000004,0.0,0.0,0.0,30.000000000000004
ninaru,ninaru,855062660,com.zaigenkakuho.ikouhoushi,マチイロ: 自治体のニュースで住むまちをもっと好きになる,"MACHIIRO, K.K",Book,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,1182886549,com.lipscosme.LIPS,LIPS(リップス) メイク・コスメ・化粧品のコスメアプリ,"APPBREW, K.K.",Lifestyle,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,838086772,com.plusminus.fantamstick,算数忍者〜たし算ひき算の巻〜子供向け学習アプリ,"Fantamstick, Ltd.",Education,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,915410771,jp.kjhr.stockdev,株ニュース（マザーズ・JASDAQ版）〜気になる上場企業のニュースをまとめ読み〜,Yuma Oshio,Finance,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,1263410197,com.aiming.caravan,キャラバンストーリーズ,Aiming Inc.,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,747779910,jp.ne.donuts.mixch,ミクチャ - ライブ配信 & 動画アプリ,Donuts Co. Ltd.,Social Networking,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,6445905219,com.storymatrix.drama,DramaBox（ドラマボックス） -ショートドラマ見放題,STORYMATRIX PTE. LTD,Entertainment,JP,0.0,0.0,22.5,0.0,0.0,0.0,22.5
ninaru,ninaru,718222634,com.futurala.artai,Artomaton お絵描き人工知能,yasuki watanabe,Photo & Video,JP,0.0,0.0,22.5,0.0,0.0,0.0,22.5
ninaru,ninaru,987360477,jp.co.ofcr.cm00,クッキングママ お料理しましょ！,Office Create Corp.,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,1204599313,jp.co.orbis.orbispoint,ORBIS パーソナルカラーや肌に合うスキンケア・美容に,ORBIS Inc.,Lifestyle,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ninaru,ninaru,677634233,jp.co.toshiba.ome.rd.hdex.Okkakesta,追っかけスタ,TVS REGZA CORPORATION,Entertainment,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,561643327,com.moongames.southsurferslite,South Surfers,MoonGames,Games,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,1583027723,com.love.yuebizhi,Moon wallpaper - ins 4k Themes,玥 邓,Lifestyle,GB,0.0,0.0,34.2,0.0,0.0,0.0,34.2
4MOON,4MOON,1097232463,com.kentwang.pokedex-team,Oak Dex Team Builder Guides,Kent Wang,Reference,GB,0.0,0.0,30.000000000000004,0.0,0.0,0.0,30.000000000000004
4MOON,4MOON,571901513,com.moongames.coolsurfersfree,Cool Surfers 1 :Penguin Run 4 Finding Marine Subway 2 Free,MoonGames,Games,GB,0.0,0.0,11.999999999999998,0.0,0.0,0.0,11.999999999999998
4MOON,4MOON,1137455038,com.x04studios.classicskymap2.release,Classic Sky Map 2,X04 Studios Inc.,Education,GB,0.0,0.0,17.999999999999996,0.0,0.0,0.0,17.999999999999996
4MOON,4MOON,820769943,com.moongames.flappyswim,Flappy Swim,MoonGames,Games,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,1413108902,com.nautide.app,"Nautide: Tides, Wind, Waves +",Igoox SL,Weather,GB,0.0,0.0,30.000000000000004,0.0,0.0,0.0,30.000000000000004
4MOON,4MOON,1056004684,com.moongames.trafficroad,Traffic Road - Crossy Turn,MoonGames,Games,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,6448627369,com.moonapp.ios,Lunaria: Moon Phase Calendar,4AVS Limited,Lifestyle,GB,0.0,0.0,17.999999999999996,0.0,0.0,0.0,17.999999999999996
4MOON,4MOON,6504356855,com.app.LiveHdWallpapers,new 4k wallpapers for iPhone,Mahadev Enterprise,Entertainment,GB,0.0,0.0,28.5,0.0,0.0,0.0,28.5
4MOON,4MOON,294937581,com.catalyst4.sunmoon,Sun n Moon,David Gibson,Weather,GB,0.0,0.0,28.5,0.0,0.0,0.0,28.5
4MOON,4MOON,1557435862,SimiXiangce.SimiXiangce,Moon Player-4k 8k Video Player,英键 李,Productivity,GB,0.0,0.0,30.000000000000004,0.0,0.0,0.0,30.000000000000004
4MOON,4MOON,1474995128,com.moongames.aquaparkfunio,AquaPark Fun.io,MoonGames,Games,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,6504608150,com.square-enix.FF4AYArcade,FF IV: THE AFTER YEARS+,"SQUARE ENIX Co., Ltd.",Games,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,683029090,com.square-enix.FF4AY,FF IV: THE AFTER YEARS,"SQUARE ENIX Co., Ltd.",Games,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,1202340003,com.coppercod.hearts,Classic Hearts,Coppercod Ltd,Games,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,6449185987,com.kmi.moonivpn,Mooni VPN - Fast VPN Proxy,4K-SOFT LTD.,Utilities,GB,0.0,0.0,30.000000000000004,0.0,0.0,0.0,30.000000000000004
4MOON,4MOON,492671847,com.ra-labo.NightShooting2,NightShooting,Shigenori Ura,Photo & Video,GB;JP,0.0,0.0,30.000000000000004,0.0,0.0,0.0,30.000000000000004
4MOON,4MOON,916519394,com.emojiness.snowmantap,The Moon Snowman Shoot,Makeover Mania Story Games LLC,Games,GB,0.0,0.0,28.5,0.0,0.0,0.0,28.5
4MOON,4MOON,1185557548,com.Downfall.ShinyChain,Shiny Chain,Noxfall Studios SL,Utilities,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,6446899062,com.halfmoon.picturequiz,Picture Quiz - Puzzle Game,Half Moon Studios Ltd,Games,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,983722238,vn.edugames.MathTricksDuel,Mental Math Tricks - mathematics Magician - coolmathgames,EDUCATIONAL GAMES JOINT STOCK COMPANY,Games,GB,0.0,0.0,20.0,0.0,0.0,0.0,20.0
4MOON,4MOON,1007898303,com.tommo.pp2-ien,Putt-Putt Goes to the Moon,Tommo Inc.,Games,GB,0.0,0.0,20.0,0.0,0.0,0.0,20.0
4MOON,4MOON,6444881546,com.apicways.amazingspace,Outer Space Game for Children,Apic Ways DOO,Entertainment,GB,0.0,0.0,30.000000000000004,0.0,0.0,0.0,30.000000000000004
4MOON,4MOON,1383730649,com.hgmobileapps.solarsystembuilderforkids,Solar System Builder 4 Kids AR,Mihai Ghiserel,Education,GB,0.0,0.0,28.5,0.0,0.0,0.0,28.5
4MOON,4MOON,1565472349,com.fourmeee.moon,生理管理アプリ 4MOON -  生理周期や排卵日の予測に,4MEEE INC.,Health & Fitness,JP,0.0,88.0,90.0,0.0,0.0,3.0,93.0
4MOON,4MOON,1015521325,com.aniplex.fategrandorder,Fate/Grand Order,Aniplex Inc.,Games,JP,0.0,0.0,17.999999999999996,0.0,0.0,0.0,17.999999999999996
4MOON,4MOON,345542655,com.feelgreatgames.starchart,星座表,ESCAPE VELOCITY LIMITED,Education,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,1521236603,io.randomco.travel,Travel Town - マージアドベンチャー,Moon Active LTD,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,576588894,com.fifthstarlabs.skyguide,スカイ・ガイド,Fifth Star Labs LLC,Reference,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,1280972234,jp.co.eversense.kidsdoctor,キッズドクター：子供・子育てに寄りそうオンライン診療アプリ,"NORTH STAR Co.,Ltd.",Medical,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
4MOON,4MOON,657189652,com.helloclue.clue,Clue 生理管理アプリ｜妊活・排卵日・基礎体温・妊娠,BioWink GmbH,Health & Fitness,JP,0.0,0.0,0.0,0.0,0.0,3.0,3.0
4MOON,4MOON,406889139,com.mobile-softing.coinmaster,Coin Master - コインマスター,Moon Active LTD,Games,JP,0.0,0.0,17.999999999999996,0.0,0.0,0.0,17.999999999999996
4MOON,4MOON,574123647,com.avidionmedia.iGunHD,iGun Pro,Crimson Moon Entertainment LLC,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,898555893,com.studio-anastrophe.antarctica,脱出ゲーム 「脱出4コマ・アンタルチカ」,aseishi hirotaka,Games,JP,0.0,0.0,19.0,0.0,0.0,0.0,19.0
4MOON,4MOON,1425197699,com.rpgsnack.bearsrestaurant,くまのレストラン,Odencat Inc.,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,1560124228,com.exoticmatch.game,Zen Match - Relaxing Puzzle,Moon Active LTD,Games,JP,0.0,0.0,21.375,0.0,0.0,0.0,21.375
4MOON,4MOON,1586844471,com.playphoria.tothemoon,ムーン パイオニア,Voodoo,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,967898020,com.typemoon.fsn,Fate/stay night [Realta Nua],"Notes Co.,Ltd.",Games,JP,0.0,0.0,20.0,0.0,0.0,0.0,20.0
4MOON,4MOON,1599684924,com.TheAbleGames.DalToKi,月ウサギのそだてかた,"Able Games Co. ,Ltd.",Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,1328266576,net.appmaga.pixelfarm,作ろう！ミニチュア牧場,GAME START LLC,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,1155574945,de.io-marketing.Moon-Calendar,月齢カレンダー プロ - 月相スケジュール,Brachmann Online Marketing GmbH & Co. KG,Utilities,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,951761438,com.hungnv.pokemonwallpapers,Cool Wallpapers for Pokemon,Hung Nguyen,Photo & Video,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,1634749545,jp.gamestart.japaneserural,にほんの田舎ぐらし,GAME START LLC,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,6444112366,com.ProjectMoon.LimbusCompany,Limbus Company,"Project Moon Co., Ltd.",Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,334325516,gov.nasa.NASA,NASA,NASA,Education,JP,0.0,0.0,22.22222222222222,0.0,0.0,0.0,22.22222222222222
4MOON,4MOON,1567263014,com.gnarcade.doge,今を生きる仮想通貨,Voodoo,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,1015495041,com.avidionmedia.iGun2,iGun Pro 2,Crimson Moon Entertainment LLC,Games,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MOON,4MOON,921045502,co.horos.moonreader,月よみ - 月のおまじない情報まとめアプリ,MASANORI OKAMOTO,Lifestyle,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ソフィ Be,ソフィ Be,6480158120,jp.sofy.be,ソフィBe - 生理＆体調管理アプリ・月経周期＆妊活サポート,Unicharm Corporation,Health & Fitness,JP,0.0,0.0,81.81818181818181,0.0,0.0,3.0,84.81818181818181
